,alpha3_code,region,category,parameter,mode,powertrain,year,unit,value
1374,CHN,China,Projection-APS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.003400000045076
1375,CHN,China,Projection-APS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0460000000894069
1376,CHN,China,Projection-APS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",3900.0
1377,CHN,China,Projection-APS,"Oil displacement, million lge",Trucks,EV,2020,"Oil displacement, million lge",620.0
1378,CHN,China,Projection-APS,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",200.0
1379,CHN,China,Projection-APS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",2800.0
1380,CHN,China,Projection-STEPS,EV sales share,Trucks,EV,2020,percent,1.20000004768371
1381,CHN,China,Historical,EV sales share,Buses,EV,2020,percent,13.0
1382,CHN,China,Historical,EV stock share,Buses,EV,2020,percent,11.0
1383,CHN,China,Historical,EV sales share,Vans,EV,2020,percent,1.60000002384185
1384,CHN,China,Historical,EV stock share,Vans,EV,2020,percent,1.60000002384185
1385,CHN,China,Historical,EV stock share,Cars,EV,2020,percent,1.79999995231628
1386,CHN,China,Historical,EV sales share,Trucks,EV,2020,percent,1.20000004768371
1387,CHN,China,Historical,EV stock share,Trucks,EV,2020,percent,0.839999973773956
1388,CHN,China,Projection-STEPS,EV sales share,Buses,EV,2020,percent,13.0
1389,CHN,China,Projection-STEPS,EV stock share,Buses,EV,2020,percent,11.0
1390,CHN,China,Historical,EV sales share,Cars,EV,2020,percent,5.80000019073486
1391,CHN,China,Projection-STEPS,EV sales share,Vans,EV,2020,percent,1.60000002384185
1392,CHN,China,Projection-STEPS,EV stock share,Vans,EV,2020,percent,1.60000002384185
1393,CHN,China,Projection-STEPS,EV sales share,Cars,EV,2020,percent,5.80000019073486
1394,CHN,China,Projection-STEPS,EV stock share,Trucks,EV,2020,percent,0.839999973773956
1395,CHN,China,Projection-STEPS,EV stock share,Cars,EV,2020,percent,1.79999995231628
1396,CHN,China,Historical,Electricity demand,Buses,EV,2020,GWh,42000.0
1397,CHN,China,Historical,Electricity demand,Trucks,EV,2020,GWh,5400.0
1398,CHN,China,Historical,Electricity demand,Vans,EV,2020,GWh,760.0
1399,CHN,China,Historical,Electricity demand,Cars,EV,2020,GWh,13000.0
1400,CHN,China,Projection-STEPS,Electricity demand,Buses,EV,2020,GWh,42000.0
1401,CHN,China,Projection-STEPS,Electricity demand,Trucks,EV,2020,GWh,5400.0
1402,CHN,China,Projection-STEPS,Electricity demand,Vans,EV,2020,GWh,760.0
1403,CHN,China,Projection-STEPS,Electricity demand,Cars,EV,2020,GWh,13000.0
1404,CHN,China,Projection-APS,EV sales,Buses,BEV,2020,Vehicles,62000.0
1405,CHN,China,Projection-APS,EV stock,Buses,BEV,2020,Vehicles,480000.0
1406,CHN,China,Projection-APS,EV sales,Buses,PHEV,2020,Vehicles,3600.0
1407,CHN,China,Projection-APS,EV stock,Buses,PHEV,2020,Vehicles,79000.0
1408,CHN,China,Projection-APS,EV sales,Vans,BEV,2020,Vehicles,26000.0
1409,CHN,China,Projection-APS,EV stock,Vans,BEV,2020,Vehicles,270000.0
1410,CHN,China,Projection-APS,EV sales,Vans,PHEV,2020,Vehicles,1.0
1411,CHN,China,Projection-APS,EV stock,Vans,PHEV,2020,Vehicles,77.0
1412,CHN,China,Projection-APS,EV sales,Cars,BEV,2020,Vehicles,920000.0
1413,CHN,China,Projection-APS,EV stock,Cars,BEV,2020,Vehicles,3500000.0
1414,CHN,China,Projection-APS,EV sales,Cars,PHEV,2020,Vehicles,220000.0
1415,CHN,China,Projection-APS,EV stock,Cars,PHEV,2020,Vehicles,990000.0
1416,CHN,China,Projection-APS,EV sales,Trucks,BEV,2020,Vehicles,33000.0
1417,CHN,China,Projection-APS,EV stock,Trucks,BEV,2020,Vehicles,210000.0
1418,CHN,China,Projection-APS,EV stock,Trucks,PHEV,2020,Vehicles,19000.0
1419,CHN,China,Projection-APS,EV sales,Trucks,PHEV,2020,Vehicles,420.0
1420,CHN,China,Historical,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.0649999976158142
1421,CHN,China,Historical,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,0.0099999997764825
1422,CHN,China,Historical,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.003400000045076
1423,CHN,China,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0460000000894069
